t;a1;a2;a3;a4
0.547;-41.320732;-40.461057;-0.859675;-29.780612
0.548;-57.462411;-36.156381;-21.306030;-27.506342
0.549;-38.464146;-21.275377;-17.188769;-16.463155
0.550;9.833349;0.000000;9.833349;0.000000
0.551;58.155032;21.286821;36.868211;16.475138
0.552;77.197227;36.193997;41.003229;27.546398
0.553;61.066300;40.519651;20.546649;29.845689
0.554;30.221370;33.647737;-3.426368;23.327503
0.555;11.972627;18.639231;-6.666604;11.275397
0.556;16.704948;1.002738;15.702210;-0.963014
0.557;31.240112;-13.377847;44.617959;-8.029862
0.558;34.371920;-20.371651;54.743570;-6.615158
0.559;18.978599;-18.988651;37.967251;3.267377
0.560;-0.602227;-11.523143;10.920916;18.275012
0.561;-2.900988;-2.430443;-0.470545;33.004258
0.562;18.528741;3.599808;14.928933;42.048995
0.563;46.718144;3.606363;43.111781;42.062638
0.564;55.500378;-2.418916;57.919294;33.036395
0.565;33.800383;-11.525723;45.326106;18.304680
0.566;-2.550604;-19.022269;16.471665;3.274805
0.567;-23.103110;-20.437416;-2.665693;-6.634502
0.568;-8.827276;-13.454785;4.627508;-8.058572
0.569;31.246371;0.951945;30.294426;-0.967085
0.570;67.652507;18.651782;49.000725;11.330416
0.571;75.416475;33.740623;41.675853;23.456562
0.572;53.924801;40.675770;13.249031;30.030315
0.573;24.471914;36.362498;-11.890584;27.734820
0.574;8.897929;21.399780;-12.501851;16.598619
0.575;9.817996;0.000000;9.817996;0.000000
0.576;10.735690;-21.408025;32.143715;-16.608142
0.577;-4.852605;-36.389233;31.536627;-27.766655
0.578;-34.338115;-40.716072;6.377957;-30.082036
0.579;-55.862085;-33.774360;-22.087725;-23.510445
0.580;-48.091415;-18.653205;-29.438209;-11.362961
0.581;-11.621306;-0.904512;-10.716794;0.970420
0.582;28.535861;13.545934;14.989926;8.091002
0.583;42.836880;20.542452;22.294428;6.665027
0.584;22.198748;19.096194;3.102555;-3.291763
0.585;-14.318663;11.527513;-25.846176;-18.410036
0.586;-36.165450;2.332217;-38.497667;-33.245644
0.587;-27.419234;-3.760805;-23.658429;-42.353404
0.588;0.849943;-3.767118;4.617061;-42.364028
0.589;22.394445;2.320120;20.074325;-33.270669
0.590;20.158616;11.525903;8.632713;-18.433139
0.591;0.577420;19.120228;-18.542808;-3.297547
0.592;-14.816014;20.595054;-35.411067;6.680091
0.593;-11.630059;13.612373;-25.242432;8.113360
0.594;2.977310;-0.852624;3.829934;0.973590
0.595;7.690614;-18.645413;26.336027;-11.405806
0.596;-10.736364;-33.825803;23.089438;-23.610948
0.597;-41.841357;-40.816483;-1.024874;-30.225814
0.598;-58.114001;-36.502758;-21.611243;-27.913392
0.599;-38.927107;-21.485573;-17.441534;-16.704308
0.600;9.801987;0.000000;9.801987;0.000000
0.601;58.541224;21.490856;37.050368;16.711538
0.602;77.746977;36.519422;41.227555;27.937562
0.603;61.479695;40.839876;20.639819;30.265081
0.604;30.357637;33.840821;-3.483184;23.651858
0.605;11.905048;18.633873;-6.728825;11.430516
0.606;16.606145;0.804341;15.801804;-0.976122
0.607;31.222810;-13.690528;44.913338;-8.137982
0.608;34.429795;-20.677465;55.107260;-6.703267
0.609;19.059732;-19.170419;38.230151;3.310423
0.610;-0.487072;-11.511667;11.024595;18.513136
0.611;-2.658851;-2.229649;-0.429202;33.429556
0.612;18.977043;3.915660;15.061383;42.584818
0.613;47.321459;3.921723;43.399735;42.592628
0.614;56.063327;-2.217091;58.280418;33.447952
0.615;34.103697;-11.506229;45.609926;18.530119
0.616;-2.589223;-19.185568;16.596345;3.314675
0.617;-23.363374;-20.717767;-2.645607;-6.714341
0.618;-9.072427;-13.747040;4.674613;-8.154418
0.619;31.203110;0.751699;30.451411;-0.978452
0.620;67.834744;18.607501;49.227243;11.462015
0.621;75.704170;33.854093;41.850077;23.725748
0.622;54.170064;40.888828;13.281236;30.370790
0.623;24.602334;36.582094;-11.979760;28.045449
0.624;8.928281;21.535627;-12.607346;16.782245
0.625;9.785324;0.000000;9.785324;0.000000
0.626;10.639704;-21.538169;32.177873;-16.787339
0.627;-5.040655;-36.589447;31.548792;-28.062478
0.628;-34.613474;-40.896612;6.283138;-30.398457
0.629;-56.145020;-33.851883;-22.293137;-23.754572
0.630;-48.261680;-18.584133;-29.677547;-11.479425
0.631;-11.609105;-0.702867;-10.906239;0.980236
0.632;28.680492;13.812914;14.867577;8.171768
0.633;42.961045;20.779050;22.181995;6.730673
0.634;22.142186;19.213767;2.928419;-3.323748
0.635;-14.622765;11.477372;-26.100136;-18.586493
0.636;-36.658563;2.123590;-38.782153;-33.559925
0.637;-27.968733;-4.064154;-23.904579;-42.748232
0.638;0.366885;-4.069958;4.436843;-42.753422
0.639;22.039254;2.110665;19.928588;-33.572150
0.640;19.936279;11.468446;8.467833;-18.597779
0.641;0.470538;19.220687;-18.750149;-3.326574
0.642;-14.826940;20.807872;-35.634812;6.738032
0.643;-11.574733;13.860048;-25.434781;8.182691
0.644;3.045058;-0.649778;3.694836;0.981785
0.645;7.703013;-18.540826;26.243839;-11.500360
0.646;-10.824306;-33.830048;23.005742;-23.803683
0.647;-42.018051;-40.898089;-1.119961;-30.468720
0.648;-58.312829;-36.605138;-21.707691;-28.134194
0.649;-39.066719;-21.552638;-17.514081;-16.834343
0.650;9.768011;0.000000;9.768011;0.000000
0.651;58.600892;21.552649;37.048243;16.837449
0.652;77.844448;36.603896;41.240552;28.144578
0.653;61.550417;40.891483;20.658934;30.485591
0.654;30.357662;33.812004;-3.454342;23.821261
0.655;11.822473;18.506689;-6.684216;11.510978
0.656;16.460735;0.600665;15.860070;-0.982873
0.657;31.062818;-13.914325;44.977143;-8.193273
0.658;34.324263;-20.849443;55.173706;-6.747993
0.659;19.077945;-19.228532;38.306477;3.332108
0.660;-0.307751;-11.426275;11.118523;18.632169
0.661;-2.338464;-2.014809;-0.323654;33.640462
0.662;19.364236;4.206112;15.158124;42.848363
0.663;47.681967;4.211653;43.470314;42.851116
0.664;56.328103;-2.001607;58.329709;33.646947
0.665;34.249423;-11.414176;45.663599;18.638156
0.666;-2.552043;-19.227841;16.675798;3.333607
0.667;-23.416455;-20.867559;-2.548896;-6.751897
0.668;-9.200777;-13.952607;4.751831;-8.199068
0.669;31.023663;0.547407;30.476257;-0.983695
0.670;67.652289;18.447979;49.204310;11.522087
0.671;75.579598;33.757929;41.821669;23.847324
0.672;54.138475;40.849223;13.289252;30.522885
0.673;24.639865;36.576239;-11.936374;28.182648
0.674;8.962239;21.539140;-12.576901;16.862405
0.675;9.750052;0.000000;9.750052;0.000000
0.676;10.534996;-21.536815;32.071810;-16.863663
0.677;-5.142062;-36.567071;31.425009;-28.186854
0.678;-34.622373;-40.829368;6.206995;-30.529720
0.679;-56.031476;-33.725357;-22.306119;-23.854447
0.680;-48.084387;-18.404059;-29.680328;-11.526389
0.681;-11.471609;-0.498253;-10.973356;0.984136
0.682;28.707847;13.995942;14.711905;8.203358
0.683;42.883199;20.890757;21.992443;6.755936
0.684;22.009513;19.216871;2.792642;-3.335852
0.685;-14.782807;11.359909;-26.142717;-18.652108
0.686;-36.876540;1.904006;-38.780546;-33.674673
0.687;-28.295115;-4.341407;-23.953708;-42.889663
0.688;-0.061030;-4.346679;4.285649;-42.890151
0.689;21.611219;1.890604;19.720615;-33.675824
0.690;19.653103;11.344931;8.308172;-18.653171
0.691;0.416023;19.209150;-18.793127;-3.336118
0.692;-14.697426;20.898900;-35.596326;6.756630
0.693;-11.399142;14.025875;-25.425016;8.204388
0.694;3.147453;-0.445072;3.592525;0.984282
0.695;7.722816;-18.331373;26.054189;-11.528369
0.696;-10.798226;-33.641726;22.843500;-23.859096
0.697;-41.901946;-40.746876;-1.155070;-30.536382
0.698;-58.126252;-36.499478;-21.626774;-28.193665
0.699;-38.931296;-21.497511;-17.433785;-16.868134
0.700;9.731450;0.000000;9.731450;0.000000
0.701;58.382163;21.493033;36.889130;16.867677
0.702;77.556372;36.483014;41.073358;28.192135
0.703;61.328884;40.714845;20.614039;30.533898
0.704;30.241532;33.595847;-3.354314;23.856510
0.705;11.727869;18.278586;-6.550717;11.526808
0.706;16.277481;0.396095;15.881386;-0.984122
0.707;30.783637;-14.058893;44.842530;-8.202836
0.708;34.080941;-20.904991;54.985932;-6.755170
0.709;19.041462;-19.180812;38.222274;3.335309
0.710;-0.078020;-11.279704;11.201684;18.648147
0.711;-1.958087;-1.791811;-0.166276;33.665861
0.712;19.691954;4.469949;15.222005;42.876333
0.713;47.829099;4.474950;43.354149;42.874720
0.714;56.334031;-1.778281;58.112312;33.662063
0.715;34.257745;-11.262121;45.519866;18.644641
0.716;-2.452041;-19.166606;16.714565;3.334431
0.717;-23.293410;-20.903853;-2.389557;-6.752885
0.718;-9.228502;-14.080959;4.852458;-8.199445
0.719;30.730569;0.343211;30.387358;-0.983642
0.720;67.161826;18.193252;48.968574;11.520315
0.721;75.105512;33.485171;41.620341;23.841288
0.722;53.871018;40.595404;13.275614;30.512133
0.723;24.596926;36.378683;-11.781758;28.169936
0.724;8.997873;21.429982;-12.432109;16.853138
0.725;9.712209;0.000000;9.712209;0.000000
0.726;10.423542;-21.423524;31.847067;-16.851089
0.727;-5.169070;-36.355513;31.186443;-28.163087
0.728;-34.405120;-40.552200;6.147080;-30.501007
0.729;-55.582864;-33.427128;-22.155737;-23.829698
0.730;-47.614690;-18.132452;-29.482237;-11.513316
0.731;-11.230559;-0.294601;-10.935958;0.982925
0.732;28.633650;14.104261;14.529389;8.192474
0.733;42.633239;20.894035;21.739204;6.746326
0.734;21.813136;19.122259;2.690876;-3.330788
0.735;-14.818049;11.186988;-26.005037;-18.622017
0.736;-36.856744;1.678793;-38.535536;-33.617148
0.737;-28.426337;-4.591684;-23.834652;-42.812337
0.738;-0.435650;-4.596412;4.160762;-42.808777
0.739;21.127060;1.665200;19.461860;-33.608763
0.740;19.321663;11.167054;8.154608;-18.614276
0.741;0.406293;19.102080;-18.695787;-3.328850
0.742;-14.450811;20.884271;-35.335082;6.741279
0.743;-11.124493;14.118920;-25.243413;8.184986
0.744;3.276770;-0.242210;3.518981;0.981863
0.745;7.747512;-18.035706;25.783217;-11.498972
0.746;-10.676082;-33.291754;22.615672;-23.796057
0.747;-41.538067;-40.398888;-1.139179;-30.452895
0.748;-57.613585;-36.217446;-21.396139;-28.114001
0.749;-38.563383;-21.338647;-17.224736;-16.818932
0.750;9.692332;0.000000;9.692332;0.000000
0.751;57.927425;21.330372;36.597053;16.815409
0.752;76.941522;36.188123;40.753399;28.102225
0.753;60.859493;40.345451;20.514042;30.433764
0.754;30.026892;33.222615;-3.195723;23.776128
0.755;11.623715;17.967688;-6.343974;11.486936
0.756;16.063877;0.194139;15.869738;-0.980630
0.757;30.405720;-14.133078;44.538798;-8.172996
0.758;33.722246;-20.859674;54.581921;-6.729997
0.759;18.957613;-19.043003;38.000616;3.322583
0.760;0.190379;-11.082999;11.273377;18.575351
0.761;-1.533208;-1.565464;0.032256;33.531475
0.762;19.962324;4.706590;15.255734;42.701412
0.763;47.789405;4.711044;43.078361;42.696050
0.764;56.116228;-1.551866;57.668093;33.518843
0.765;34.146742;-11.060950;45.207692;18.563691
0.766;-2.300514;-19.017332;16.716819;3.319664
0.767;-23.021623;-20.841903;-2.179720;-6.722395
0.768;-9.170014;-14.140771;4.970757;-8.161715
0.769;30.343430;0.142414;30.201015;-0.979031
0.770;66.413032;17.860678;48.552354;11.465324
0.771;74.337037;33.064738;41.272298;23.725441
0.772;53.403776;40.161151;13.242625;30.361268
0.773;24.484536;36.019132;-11.534596;28.028255
0.774;9.033562;21.225472;-12.191909;16.766945
0.775;9.671825;0.000000;9.671825;0.000000
0.776;10.307012;-21.215530;31.522543;-16.762059
0.777;-5.132530;-35.984175;30.851645;-28.011921
0.778;-33.997186;-40.098362;6.101177;-30.334733
0.779;-54.853108;-32.985501;-21.867608;-23.697799
0.780;-46.900904;-17.786181;-29.114723;-11.448629
0.781;-10.904844;-0.095030;-10.809813;0.977320
0.782;28.471912;14.146334;14.325578;8.145084
0.783;42.237520;20.803597;21.433923;6.706743
0.784;21.563862;18.944723;2.619139;-3.310971
0.785;-14.745718;10.968884;-25.714602;-18.509690
0.786;-36.632507;1.452283;-38.084791;-33.411615
0.787;-28.387592;-4.814673;-23.572919;-42.547084
0.788;-0.759241;-4.818855;4.059614;-42.540056
0.789;20.600935;1.438731;19.162204;-33.395060
0.790;18.952683;10.944941;8.007742;-18.494408
0.791;0.434606;18.914012;-18.479407;-3.307144
0.792;-14.107490;20.778403;-34.885893;6.696780
0.793;-10.769211;14.147481;-24.916692;8.130298
0.794;3.426429;-0.044125;3.470555;0.975224
0.795;7.775019;-17.669975;25.444994;-11.420301
0.796;-10.473616;-32.807172;22.333556;-23.631358
0.797;-40.966003;-39.885771;-1.080232;-30.239702
0.798;-56.826995;-35.786897;-21.040098;-27.914953
0.799;-38.000392;-21.092297;-16.908095;-16.698524
0.800;9.650691;0.000000;9.650691;0.000000
0.801;57.273959;21.080832;36.193128;16.692379
0.802;76.051594;35.746792;40.304802;27.894412
0.803;60.181289;39.814456;20.366833;30.206331
0.804;29.729218;32.718769;-2.989551;23.596594
0.805;11.512077;17.589684;-6.077606;11.399305
0.806;15.826318;-0.002439;15.828757;-0.973073
0.807;29.946836;-14.144973;44.091808;-8.109381
0.808;33.267767;-20.727398;53.995166;-6.677094
0.809;18.832925;-18.828996;37.661921;3.296210
0.810;0.487453;-10.845712;11.333166;18.426485
0.811;-1.076906;-1.339662;0.262756;33.260183
0.812;20.177838;4.915966;15.261872;42.352674
0.813;47.586807;4.919877;42.666930;42.344109
0.814;55.706014;-1.326202;57.032216;33.240008
0.815;33.932585;-10.820080;44.752664;18.407860
0.816;-2.107283;-18.793670;16.686387;3.291547
0.817;-22.625206;-20.695333;-1.929873;-6.664952
0.818;-9.038136;-14.139977;5.101841;-8.091361
0.819;29.879265;-0.052391;29.931656;-0.970518
0.820;65.449384;17.465273;47.984111;11.364779
0.821;73.322521;32.521903;40.800618;23.515618
0.822;52.768477;39.576100;13.192377;30.090507
0.823;24.312466;35.523698;-11.211231;27.776225
0.824;9.067963;20.940849;-11.872887;16.614940
0.825;9.628935;0.000000;9.628935;0.000000
0.826;10.186807;-20.927993;31.114801;-16.607634
0.827;-5.042054;-35.478900;30.436845;-27.751805
0.828;-33.429743;-39.497029;6.067285;-30.050833
0.829;-53.889481;-32.425205;-21.464276;-23.474288
0.830;-45.985285;-17.379825;-28.605460;-11.339818
0.831;-10.510844;0.098021;-10.608865;0.967961
0.832;28.235107;14.129896;14.105211;8.066493
0.833;41.719251;20.632582;21.086669;6.641547
0.834;21.271089;18.697303;2.573786;-3.278547
0.835;-14.581212;10.714475;-25.295687;-18.327103
0.836;-36.233536;1.227965;-37.461501;-33.079643
0.837;-28.201559;-5.010522;-23.191037;-42.121312
0.838;-1.034379;-5.014165;3.979786;-42.111331
0.839;20.044787;1.214639;18.830147;-33.056133
0.840;18.555284;10.687342;7.867942;-18.305401
0.841;0.494971;18.657759;-18.162788;-3.273113
0.842;-13.685247;20.594167;-34.279414;6.627398
0.843;-10.349261;14.119141;-24.468402;8.045494
0.844;3.590842;0.146905;3.443937;0.964984
0.845;7.803627;-17.248129;25.051756;-11.299585
0.846;-10.204613;-32.211589;22.006976;-23.379925
0.847;-40.220518;-39.235271;-0.985248;-29.915858
0.848;-55.812297;-35.232301;-20.579996;-27.614074
0.849;-37.275172;-20.772746;-16.502425;-16.517388
0.850;9.606560;0.000000;9.606560;0.000000
0.851;56.454513;20.758625;35.695889;16.509015
0.852;74.931993;35.183237;39.748756;27.586084
0.853;59.328563;39.149165;20.179397;29.870386
0.854;29.362072;32.107409;-2.745338;23.332553
0.855;11.394670;17.158115;-5.763446;11.270974
0.856;15.570243;-0.191500;15.761743;-0.962053
0.857;29.422387;-14.101966;43.524352;-8.016991
0.858;32.734590;-20.520570;53.255159;-6.600572
0.859;18.673203;-18.551031;37.224234;3.258213
0.860;0.804737;-10.576092;11.380829;18.212834
0.861;-0.600173;-1.117518;0.517345;32.872315
0.862;20.341249;5.098416;15.242833;41.855948
0.863;47.242830;5.101795;42.141035;41.844666
0.864;55.131289;-1.104362;56.235651;32.845740
0.865;33.629724;-10.547634;44.177359;18.188302
0.866;-1.880864;-18.507642;16.626778;3.252070
0.867;-22.125353;-20.476296;-1.649056;-6.584577
0.868;-8.844261;-14.085818;5.241557;-7.993254
0.869;29.352818;-0.239215;29.592034;-0.958687
0.870;64.308864;17.019989;47.288875;11.225495
0.871;72.104309;31.878712;40.225597;23.225883
0.872;51.992981;38.866215;13.126766;29.717806
0.873;24.089373;34.915300;-10.825927;27.430388
0.874;9.099966;20.589503;-11.489537;16.406996
0.875;9.583572;0.000000;9.583572;0.000000
0.876;10.064097;-20.574233;30.638329;-16.397642
0.877;-4.906144;-34.862368;29.956223;-27.399120
0.878;-32.730149;-38.773750;6.043601;-29.667008
0.879;-52.733361;-31.767808;-20.965553;-23.172964
0.880;-44.904727;-16.925957;-27.978770;-11.193533
0.881;-10.062731;0.282691;-10.345421;0.955413
0.882;27.934323;14.062004;13.872320;7.961411
0.883;41.098832;20.392702;20.706129;6.554609
0.884;20.942975;18.391483;2.551491;-3.235424
0.885;-14.338269;10.431417;-24.769686;-18.084891
0.886;-35.686264;1.008607;-36.694870;-32.640385
0.887;-27.888619;-5.179741;-22.708878;-41.559356
0.888;-1.263846;-5.182859;3.919013;-41.546881
0.889;19.468634;0.995653;18.472981;-32.610999
0.890;18.137186;10.401798;7.735388;-18.057763
0.891;0.582077;18.344599;-17.762521;-3.228631
0.892;-13.199564;20.343034;-33.542598;6.536922
0.893;-9.878453;14.040812;-23.919265;7.935163
0.894;3.765283;0.329152;3.436131;0.951691
0.895;7.831937;-16.782191;24.614129;-11.143241
0.896;-9.881124;-31.525585;21.644461;-23.055004
0.897;-39.332091;-38.471672;-0.860419;-29.498280
0.898;-54.609658;-34.575118;-20.034540;-27.226945
0.899;-36.416519;-20.392537;-16.023982;-16.284823
0.900;9.559975;0.000000;9.559975;0.000000
0.901;55.497802;20.376228;35.121574;16.274571
0.902;73.622535;34.518691;39.103843;27.192673
0.903;58.331383;38.373477;19.957906;29.442603
0.904;28.937318;31.408664;-2.471346;22.997002
0.905;11.272906;16.684649;-5.411743;11.108209
0.906;15.300259;-0.371435;15.671694;-0.948102
0.907;28.845695;-14.010794;42.856489;-7.900261
0.908;32.137586;-20.250245;52.387830;-6.504074
0.909;18.483604;-18.219879;36.703483;3.210386
0.910;1.135087;-10.281241;11.416328;17.944415
0.911;-0.112197;-0.901484;0.789287;32.385909
0.912;20.455489;5.254604;15.200885;41.234152
0.913;46.776818;5.257466;41.519352;41.220584
0.914;54.416873;-0.888760;55.305633;32.353950
0.915;33.251055;-10.250610;43.501665;17.914912
0.916;-1.628627;-18.169826;16.541199;3.202999
0.917;-21.540661;-20.195620;-1.345041;-6.484838
0.918;-8.598494;-13.984893;5.386398;-7.871714
0.919;28.776837;-0.416570;29.193407;-0.944055
0.920;63.024595;16.535976;46.488619;11.053513
0.921;70.719421;31.154365;39.565055;22.868711
0.922;51.101714;38.054201;13.047512;29.259096
0.923;23.822916;34.214024;-10.391108;27.005416
0.924;9.128669;20.183177;-11.054508;16.151869
0.925;9.535774;0.000000;9.535774;0.000000
0.926;9.939849;-20.165930;30.105779;-16.140796
0.927;-4.732312;-34.154452;29.422140;-26.968399
0.928;-31.922368;-37.950866;6.028497;-29.198958
0.929;-51.420899;-31.032086;-20.388813;-22.806062
0.930;-43.691375;-16.435394;-27.255982;-11.015675
0.931;-9.572735;0.457599;-10.030334;0.940178
0.932;27.579405;13.949085;13.630321;7.834016
0.933;40.394167;20.094390;20.299777;6.449359
0.934;20.586582;18.037361;2.549222;-3.183291
0.935;-14.029128;10.126294;-24.155422;-17.792482
0.936;-35.014179;0.796369;-35.810547;-32.110823
0.937;-27.467067;-5.323127;-22.143940;-40.882794
0.938;-1.450563;-5.325738;3.875175;-40.868229
0.939;18.880837;0.783899;18.096938;-32.076516
0.940;17.704898;10.094793;7.610105;-17.760811
0.941;0.691225;17.984447;-17.293222;-3.175361
0.942;-12.663881;20.035221;-32.699102;6.428710
0.943;-9.368692;13.918791;-23.287483;7.803371
0.944;3.945773;0.501347;3.444426;0.935833
0.945;7.858817;-16.282492;24.141309;-10.956957
0.946;-9.513665;-30.767062;21.253397;-22.668341
0.947;-38.327394;-37.616193;-0.711201;-29.001962
0.948;-53.254233;-33.834138;-19.420096;-26.767375
0.949;-35.449630;-19.962663;-15.486967;-16.009073
0.950;9.510973;0.000000;9.510973;0.000000
0.951;54.428962;19.944575;34.484387;15.997251
0.952;72.158074;33.771746;38.386328;26.727857
0.953;57.216071;37.508266;19.707804;28.937759
0.954;28.465321;30.640037;-2.174716;22.601457
0.955;11.147945;16.179304;-5.031359;10.916562
0.956;15.020256;-0.541073;15.561330;-0.931695
0.957;28.228256;-13.877588;42.105844;-7.763125
0.958;31.489673;-19.926262;51.415936;-6.390831
0.959;18.268700;-17.844999;36.113699;3.154321
0.960;1.472508;-9.967255;11.439764;17.630103
0.961;0.379395;-0.693453;1.072848;31.816948
0.962;20.523593;5.385441;15.138152;40.507594
0.963;46.206132;5.387806;40.818326;40.492122
0.964;53.584810;-0.681259;54.266069;31.780503
0.965;32.808066;-9.935012;42.743079;17.596458
0.966;-1.356927;-17.789512;16.432585;3.145897
0.967;-20.887422;-19.862938;-1.024484;-6.368895
0.968;-8.309785;-13.843205;5.533420;-7.730570
0.969;28.162314;-0.583386;28.745700;-0.927079
0.970;61.625402;16.022801;45.602601;10.854185
0.971;69.200156;30.365546;38.834611;22.455153
0.972;50.116052;37.159878;12.956174;28.728484
0.973;23.519869;33.437440;-9.917572;26.514303
0.974;9.153349;19.732155;-10.578806;15.857317
0.975;9.485579;0.000000;9.485579;0.000000
